Perturbation	Cell Count	Rank	geneName
sciPlex3_A549_0.01μM	173	9	Disulfiram
sciPlex3_A549_10μM	123	10	Disulfiram
sciPlex3_A549_1μM	107	11	Disulfiram
sciPlex3_A549_0.1μM	85	12	Disulfiram
K562_GW	129	1	ZNF286A
210322_TFAtlas	71	2	ZNF286A
sciPlex3_MCF7_0.1μM	369	1	Triamcinolone-Acetonide
sciPlex3_MCF7_10μM	364	2	Triamcinolone-Acetonide
sciPlex3_MCF7_0.01μM	332	3	Triamcinolone-Acetonide
sciPlex3_MCF7_1μM	247	4	Triamcinolone-Acetonide
sciPlex3_A549_0.01μM	217	5	Triamcinolone-Acetonide
sciPlex3_A549_10μM	217	6	Triamcinolone-Acetonide
sciPlex3_A549_1μM	209	7	Triamcinolone-Acetonide
sciPlex3_K562_1μM	201	8	Triamcinolone-Acetonide
sciPlex3_K562_10μM	170	9	Triamcinolone-Acetonide
sciPlex3_K562_0.01μM	157	10	Triamcinolone-Acetonide
sciPlex3_K562_0.1μM	150	11	Triamcinolone-Acetonide
sciPlex3_A549_0.1μM	96	12	Triamcinolone-Acetonide
210322_TFAtlas	2000	1	ID1
K562_GW	81	2	ID1
iPSC	10836	1	UBA1
day7neuron	3713	2	UBA1
K562_essential	213	3	UBA1
K562_GW	137	4	UBA1
RPE1_essential	53	5	UBA1
210322_TFAtlas	230	1	BATF
ORF_screen	181	2	BATF
sciPlex3_MCF7_0.1μM	530	1	AICAR
sciPlex3_MCF7_10μM	414	2	AICAR
sciPlex3_MCF7_1μM	405	3	AICAR
sciPlex3_MCF7_0.01μM	305	4	AICAR
sciPlex3_K562_10μM	285	5	AICAR
sciPlex3_K562_0.1μM	278	6	AICAR
sciPlex3_A549_0.01μM	272	7	AICAR
sciPlex3_A549_10μM	270	8	AICAR
sciPlex3_K562_1μM	256	9	AICAR
sciPlex3_A549_1μM	246	10	AICAR
sciPlex3_K562_0.01μM	240	11	AICAR
sciPlex3_A549_0.1μM	226	12	AICAR
K562_GW	305	1	THRB
210322_TFAtlas	163	2	THRB
210322_TFAtlas	1008	1	ZNF695
K562_GW	71	2	ZNF695
210322_TFAtlas	356	1	TAL1
K562_GW	217	2	TAL1
210322_TFAtlas	342	1	VPS72
K562_GW	185	2	VPS72
K562_essential	92	3	VPS72
RPE1_essential	87	4	VPS72
210322_TFAtlas	708	1	MAZ
K562_GW	177	2	MAZ
sciPlex3_A549_0.01μM	369	1	Danusertib
sciPlex3_MCF7_10μM	242	2	Danusertib
sciPlex3_MCF7_1μM	236	3	Danusertib
sciPlex3_A549_1μM	232	4	Danusertib
sciPlex3_A549_0.1μM	231	5	Danusertib
sciPlex3_A549_10μM	229	6	Danusertib
sciPlex3_MCF7_0.1μM	193	7	Danusertib
sciPlex3_K562_0.01μM	192	8	Danusertib
sciPlex3_K562_1μM	118	9	Danusertib
sciPlex3_K562_10μM	113	10	Danusertib
sciPlex3_MCF7_0.01μM	110	11	Danusertib
sciPlex3_K562_0.1μM	102	12	Danusertib
210322_TFAtlas	258	1	ARID5A
K562_GW	222	2	ARID5A
K562_GW	105	1	FLII
210322_TFAtlas	55	2	FLII
CRISPRi_perturb_host	325	1	CASP3
CRISPRa	235	2	CASP3
K562_GW	234	3	CASP3
CRISPRi	226	4	CASP3
Driver_lib	155	5	CASP3
Pre_inject	73	6	CASP3
210322_TFAtlas	682	1	HES4
K562_GW	171	2	HES4
PRJNA551220	307	1	PTPN1
K562_GW	304	2	PTPN1
exp8	274	3	PTPN1
RPE1_essential	98	4	PTPN1
sciPlex3_A549_0.1μM	465	1	Iniparib
sciPlex3_A549_10μM	413	2	Iniparib
sciPlex3_A549_0.01μM	395	3	Iniparib
sciPlex3_MCF7_0.1μM	384	4	Iniparib
sciPlex3_MCF7_0.01μM	325	5	Iniparib
sciPlex3_A549_1μM	322	6	Iniparib
sciPlex3_MCF7_10μM	275	7	Iniparib
sciPlex3_K562_1μM	271	8	Iniparib
sciPlex3_MCF7_1μM	249	9	Iniparib
sciPlex3_K562_0.01μM	242	10	Iniparib
sciPlex3_K562_10μM	231	11	Iniparib
sciPlex3_K562_0.1μM	220	12	Iniparib
sciPlex3_MCF7_0.01μM	516	1	SL-327
sciPlex3_MCF7_0.1μM	363	2	SL-327
sciPlex3_K562_1μM	260	3	SL-327
sciPlex3_MCF7_1μM	259	4	SL-327
sciPlex3_MCF7_10μM	251	5	SL-327
sciPlex3_K562_10μM	251	6	SL-327
sciPlex3_A549_0.01μM	247	7	SL-327
sciPlex3_K562_0.01μM	227	8	SL-327
sciPlex3_K562_0.1μM	222	9	SL-327
sciPlex3_A549_0.1μM	194	10	SL-327
sciPlex3_A549_10μM	120	11	SL-327
sciPlex3_A549_1μM	85	12	SL-327
UPR_Perturb_seq	491	1	SEC61G
exp1-5	350	2	SEC61G
K562_essential	83	3	SEC61G
K562_GW	48	4	SEC61G
210322_TFAtlas	295	1	KAT7
201218_RNA	157	2	KAT7
K562_GW	84	3	KAT7
RPE1_essential	68	4	KAT7
201218_RNA	253	1	SOHLH2
210322_TFAtlas	181	2	SOHLH2
sciPlex3_MCF7_0.01μM	358	1	Cerdulatinib
sciPlex3_MCF7_0.1μM	323	2	Cerdulatinib
sciPlex3_MCF7_10μM	297	3	Cerdulatinib
sciPlex3_K562_0.01μM	281	4	Cerdulatinib
sciPlex3_MCF7_1μM	277	5	Cerdulatinib
sciPlex3_K562_0.1μM	254	6	Cerdulatinib
sciPlex3_K562_1μM	247	7	Cerdulatinib
sciPlex3_A549_0.01μM	231	8	Cerdulatinib
sciPlex3_K562_10μM	178	9	Cerdulatinib
sciPlex3_A549_0.1μM	163	10	Cerdulatinib
sciPlex3_A549_1μM	149	11	Cerdulatinib
sciPlex3_A549_10μM	141	12	Cerdulatinib
K562_essential	144	1	HSPA8
RPE1_essential	138	2	HSPA8
K562_GW	112	3	HSPA8
exp7	98	4	HSPA8
CRISPRi_perturb_host	484	1	RGP1
K562_GW	240	2	RGP1
K562_essential	130	3	RGP1
RPE1_essential	53	4	RGP1
sciPlex3_MCF7_0.1μM	528	1	PF-573228
sciPlex3_MCF7_1μM	445	2	PF-573228
sciPlex3_K562_1μM	261	3	PF-573228
sciPlex3_A549_0.1μM	255	4	PF-573228
sciPlex3_K562_10μM	222	5	PF-573228
sciPlex3_K562_0.1μM	220	6	PF-573228
sciPlex3_MCF7_0.01μM	216	7	PF-573228
sciPlex3_A549_0.01μM	193	8	PF-573228
sciPlex3_MCF7_10μM	192	9	PF-573228
sciPlex3_K562_0.01μM	191	10	PF-573228
sciPlex3_A549_1μM	143	11	PF-573228
sciPlex3_A549_10μM	140	12	PF-573228
210322_TFAtlas	439	1	CBFB
K562_GW	153	2	CBFB
210322_TFAtlas	393	1	HES7
PRJNA551220	90	2	HES7
CRISPRi	134	1	ELP3
RPE1_essential	100	2	ELP3
K562_GW	90	3	ELP3
K562_essential	72	4	ELP3
210322_TFAtlas	2503	1	FOSL1
PRJNA787633	265	2	FOSL1
UPR_Perturb_seq	498	1	EIF2B2
exp1-5	415	2	EIF2B2
K562_essential	234	3	EIF2B2
RPE1_essential	132	4	EIF2B2
K562_GW	107	5	EIF2B2
K562_GW	227	1	SRF
210322_TFAtlas	94	2	SRF
RPE1_essential	91	3	SRF
K562_essential	82	4	SRF
K562_GW	211	1	ZBTB24
210322_TFAtlas	76	2	ZBTB24
210322_TFAtlas	1153	1	EWSR1
K562_GW	158	2	EWSR1
CRISPRi	126	3	EWSR1
RPE1_essential	94	4	EWSR1
K562_essential	27	5	EWSR1
K562_GW	212	1	GTF2A2
K562_essential	163	2	GTF2A2
210322_TFAtlas	61	3	GTF2A2
RPE1_essential	59	4	GTF2A2
K562_GW	223	1	ZNF529
210322_TFAtlas	39	2	ZNF529
210322_TFAtlas	74	1	HNF1A
extend_61	47	2	HNF1A
sciPlex3_MCF7_10μM	498	1	ITSA-1
sciPlex3_A549_10μM	393	2	ITSA-1
sciPlex3_MCF7_1μM	390	3	ITSA-1
sciPlex3_A549_0.01μM	359	4	ITSA-1
sciPlex3_MCF7_0.1μM	357	5	ITSA-1
sciPlex3_A549_1μM	345	6	ITSA-1
sciPlex3_A549_0.1μM	317	7	ITSA-1
sciPlex3_MCF7_0.01μM	242	8	ITSA-1
sciPlex3_K562_0.01μM	237	9	ITSA-1
sciPlex3_K562_0.1μM	217	10	ITSA-1
sciPlex3_K562_1μM	214	11	ITSA-1
sciPlex3_K562_10μM	207	12	ITSA-1
PRJNA551220	4606	1	KLF1
201218_RNA	2000	2	KLF1
210322_TFAtlas	1000	3	KLF1
exp8	674	4	KLF1
K562_GW	96	5	KLF1
201218_RNA	215	1	MAF
210322_TFAtlas	58	2	MAF
sciPlex3_MCF7_0.1μM	557	1	Fluorouracil
sciPlex3_MCF7_1μM	425	2	Fluorouracil
sciPlex3_K562_0.01μM	284	3	Fluorouracil
sciPlex3_K562_10μM	281	4	Fluorouracil
sciPlex3_MCF7_0.01μM	258	5	Fluorouracil
sciPlex3_K562_0.1μM	241	6	Fluorouracil
sciPlex3_K562_1μM	240	7	Fluorouracil
sciPlex3_A549_0.01μM	222	8	Fluorouracil
sciPlex3_A549_1μM	218	9	Fluorouracil
sciPlex3_MCF7_10μM	195	10	Fluorouracil
sciPlex3_A549_10μM	127	11	Fluorouracil
sciPlex3_A549_0.1μM	122	12	Fluorouracil
sciPlex3_A549_0.01μM	420	1	Rucaparib-AG-014699
sciPlex3_MCF7_0.01μM	417	2	Rucaparib-AG-014699
sciPlex3_MCF7_1μM	394	3	Rucaparib-AG-014699
sciPlex3_MCF7_0.1μM	390	4	Rucaparib-AG-014699
sciPlex3_A549_0.1μM	366	5	Rucaparib-AG-014699
sciPlex3_A549_1μM	356	6	Rucaparib-AG-014699
sciPlex3_A549_10μM	303	7	Rucaparib-AG-014699
sciPlex3_K562_0.01μM	302	8	Rucaparib-AG-014699
sciPlex3_MCF7_10μM	272	9	Rucaparib-AG-014699
sciPlex3_K562_10μM	225	10	Rucaparib-AG-014699
sciPlex3_K562_0.1μM	225	11	Rucaparib-AG-014699
sciPlex3_K562_1μM	224	12	Rucaparib-AG-014699
D1S	411	1	TMEM222
D2S	369	2	TMEM222
D1N	342	3	TMEM222
D2N	294	4	TMEM222
K562_GW	218	5	TMEM222
K562_GW	284	1	ZBED1
210322_TFAtlas	113	2	ZBED1
WTX_DIFFEX	1263	1	LRRCC1
L1000	907	2	LRRCC1
TAP_DIFFEX	844	3	LRRCC1
REDESIGN	674	4	LRRCC1
K562_GW	154	5	LRRCC1
exp7	730	1	YBX1
210322_TFAtlas	471	2	YBX1
K562_GW	106	3	YBX1
K562_essential	60	4	YBX1
sciPlex3_MCF7_0.01μM	463	1	Celecoxib
sciPlex3_MCF7_0.1μM	366	2	Celecoxib
sciPlex3_K562_10μM	260	3	Celecoxib
sciPlex3_K562_1μM	255	4	Celecoxib
sciPlex3_A549_0.01μM	249	5	Celecoxib
sciPlex3_MCF7_1μM	248	6	Celecoxib
sciPlex3_K562_0.1μM	242	7	Celecoxib
sciPlex3_A549_10μM	238	8	Celecoxib
sciPlex3_K562_0.01μM	230	9	Celecoxib
sciPlex3_MCF7_10μM	225	10	Celecoxib
sciPlex3_A549_1μM	57	11	Celecoxib
sciPlex3_A549_0.1μM	49	12	Celecoxib
210322_TFAtlas	4325	1	TP53
Perturb-CITE-seq	580	2	TP53
Mock	325	3	TP53
Dox	194	4	TP53
CRISPRa	78	5	TP53
K562_GW	171	1	GTF3C2
K562_essential	76	2	GTF3C2
210322_TFAtlas	74	3	GTF3C2
RPE1_essential	71	4	GTF3C2
Perturb-CITE-seq	499	1	PPIA
K562_GW	297	2	PPIA
K562_essential	158	3	PPIA
RPE1_essential	94	4	PPIA
K562_essential	351	1	RPA1
K562_GW	321	2	RPA1
201218_RNA	111	3	RPA1
RPE1_essential	49	4	RPA1
210322_TFAtlas	41	5	RPA1
210322_TFAtlas	520	1	ZNF621
K562_GW	178	2	ZNF621
210322_TFAtlas	458	1	ERCC2
K562_GW	115	2	ERCC2
K562_essential	98	3	ERCC2
RPE1_essential	91	4	ERCC2
210322_TFAtlas	1187	1	JDP2
K562_GW	148	2	JDP2
210322_TFAtlas	310	1	ZNF589
K562_GW	97	2	ZNF589
sciPlex3_MCF7_0.01μM	588	1	Momelotinib
sciPlex3_MCF7_0.1μM	312	2	Momelotinib
sciPlex3_MCF7_1μM	299	3	Momelotinib
sciPlex3_A549_0.01μM	268	4	Momelotinib
sciPlex3_K562_0.01μM	246	5	Momelotinib
sciPlex3_K562_1μM	244	6	Momelotinib
sciPlex3_K562_0.1μM	235	7	Momelotinib
sciPlex3_MCF7_10μM	204	8	Momelotinib
sciPlex3_A549_1μM	183	9	Momelotinib
sciPlex3_A549_0.1μM	172	10	Momelotinib
sciPlex3_K562_10μM	135	11	Momelotinib
sciPlex3_A549_10μM	96	12	Momelotinib
RPE1_essential	2993	1	TFAM
210322_TFAtlas	721	2	TFAM
CRISPRi	170	3	TFAM
K562_GW	103	4	TFAM
K562_essential	53	5	TFAM
CRISPRa	38	6	TFAM
K562_GW	177	1	ZNF669
210322_TFAtlas	48	2	ZNF669
210322_TFAtlas	177	1	GTF2E1
K562_GW	146	2	GTF2E1
K562_essential	96	3	GTF2E1
RPE1_essential	42	4	GTF2E1
210322_TFAtlas	169	1	GTF2F1
K562_GW	55	2	GTF2F1
K562_essential	40	3	GTF2F1
RPE1_essential	35	4	GTF2F1
D1S	372	1	HAVCR2
D2S	356	2	HAVCR2
D1N	346	3	HAVCR2
D2N	273	4	HAVCR2
sciPlex3_MCF7_10μM	555	1	WP1066
sciPlex3_MCF7_0.01μM	352	2	WP1066
sciPlex3_MCF7_0.1μM	296	3	WP1066
sciPlex3_A549_0.1μM	287	4	WP1066
sciPlex3_MCF7_1μM	269	5	WP1066
sciPlex3_A549_10μM	254	6	WP1066
sciPlex3_K562_0.01μM	246	7	WP1066
sciPlex3_K562_1μM	236	8	WP1066
sciPlex3_K562_0.1μM	236	9	WP1066
sciPlex3_K562_10μM	234	10	WP1066
sciPlex3_A549_0.01μM	204	11	WP1066
sciPlex3_A549_1μM	149	12	WP1066
CRISPRi_perturb_host	580	1	NEDD8
UPR_Perturb_seq	378	2	NEDD8
K562_essential	175	3	NEDD8
K562_GW	115	4	NEDD8
RPE1_essential	57	5	NEDD8
210322_TFAtlas	195	1	RBPJ
K562_GW	123	2	RBPJ
CRISPRa	62	1	GLIS3
210322_TFAtlas	31	2	GLIS3
210322_TFAtlas	211	1	TEAD1
K562_GW	51	2	TEAD1
exp8	611	1	AIRE
210322_TFAtlas	39	2	AIRE
210322_TFAtlas	146	1	CERS6
K562_GW	144	2	CERS6
210322_TFAtlas	416	1	CREB3L2
K562_GW	203	2	CREB3L2
K562_GW	40	1	DNAJC2
210322_TFAtlas	33	2	DNAJC2
sciPlex3_A549_10μM	272	1	Hesperadin
sciPlex3_A549_1μM	255	2	Hesperadin
sciPlex3_A549_0.01μM	242	3	Hesperadin
sciPlex3_A549_0.1μM	232	4	Hesperadin
sciPlex3_MCF7_1μM	220	5	Hesperadin
sciPlex3_MCF7_10μM	184	6	Hesperadin
sciPlex3_MCF7_0.01μM	178	7	Hesperadin
sciPlex3_K562_1μM	159	8	Hesperadin
sciPlex3_MCF7_0.1μM	129	9	Hesperadin
sciPlex3_K562_10μM	115	10	Hesperadin
sciPlex3_K562_0.01μM	107	11	Hesperadin
sciPlex3_K562_0.1μM	73	12	Hesperadin
K562_essential	117	1	RPL15
K562_GW	53	2	RPL15
RPE1_essential	35	3	RPL15
exp6	20	4	RPL15
PRJNA551220	3805	1	CEBPE
210322_TFAtlas	55	2	CEBPE
210322_TFAtlas	788	1	GRHL3
201218_RNA	265	2	GRHL3
ORF_screen	168	1	MRPL51
RPE1_essential	99	2	MRPL51
K562_essential	79	3	MRPL51
K562_GW	64	4	MRPL51
sciPlex3_MCF7_0.01μM	612	1	PJ34
sciPlex3_MCF7_0.1μM	546	2	PJ34
sciPlex3_MCF7_10μM	277	3	PJ34
sciPlex3_K562_0.01μM	275	4	PJ34
sciPlex3_MCF7_1μM	274	5	PJ34
sciPlex3_K562_0.1μM	260	6	PJ34
sciPlex3_K562_1μM	251	7	PJ34
sciPlex3_A549_0.01μM	237	8	PJ34
sciPlex3_A549_1μM	224	9	PJ34
sciPlex3_A549_10μM	212	10	PJ34
sciPlex3_K562_10μM	200	11	PJ34
sciPlex3_A549_0.1μM	119	12	PJ34
UPR_Perturb_seq	177	1	SLC35B1
K562_GW	112	2	SLC35B1
K562_essential	52	3	SLC35B1
RPE1_essential	38	4	SLC35B1
sciPlex3_A549_10μM	507	1	PFI-1
sciPlex3_A549_1μM	437	2	PFI-1
sciPlex3_A549_0.01μM	405	3	PFI-1
sciPlex3_A549_0.1μM	387	4	PFI-1
sciPlex3_MCF7_1μM	379	5	PFI-1
sciPlex3_MCF7_0.01μM	339	6	PFI-1
sciPlex3_MCF7_10μM	323	7	PFI-1
sciPlex3_K562_0.01μM	290	8	PFI-1
sciPlex3_K562_0.1μM	282	9	PFI-1
sciPlex3_MCF7_0.1μM	245	10	PFI-1
sciPlex3_K562_1μM	158	11	PFI-1
sciPlex3_K562_10μM	112	12	PFI-1
sciPlex3_MCF7_0.01μM	404	1	AT9283
sciPlex3_MCF7_10μM	278	2	AT9283
sciPlex3_A549_10μM	249	3	AT9283
sciPlex3_A549_1μM	226	4	AT9283
sciPlex3_A549_0.01μM	217	5	AT9283
sciPlex3_K562_0.01μM	215	6	AT9283
sciPlex3_A549_0.1μM	205	7	AT9283
sciPlex3_K562_0.1μM	184	8	AT9283
sciPlex3_MCF7_0.1μM	180	9	AT9283
sciPlex3_MCF7_1μM	170	10	AT9283
sciPlex3_K562_1μM	111	11	AT9283
sciPlex3_K562_10μM	82	12	AT9283
K562_GW	113	1	ZNF408
210322_TFAtlas	48	2	ZNF408
210322_TFAtlas	197	1	PSMB1
K562_GW	129	2	PSMB1
K562_essential	108	3	PSMB1
RPE1_essential	30	4	PSMB1
exp1-5	297	1	DDOST
UPR_Perturb_seq	249	2	DDOST
K562_GW	111	3	DDOST
K562_essential	86	4	DDOST
RPE1_essential	56	5	DDOST
K562_GW	242	1	DPF2
210322_TFAtlas	201	2	DPF2
210322_TFAtlas	532	1	HOXB3
K562_GW	152	2	HOXB3
K562_essential	306	1	LIN54
K562_GW	302	2	LIN54
RPE1_essential	117	3	LIN54
210322_TFAtlas	81	4	LIN54
210322_TFAtlas	992	1	HDGF
K562_GW	25	2	HDGF
K562_GW	238	1	TP53BP2
210322_TFAtlas	32	2	TP53BP2
K562_GW	367	1	NFRKB
K562_essential	194	2	NFRKB
RPE1_essential	133	3	NFRKB
210322_TFAtlas	45	4	NFRKB
sciPlex3_MCF7_10μM	426	1	AR-42
sciPlex3_MCF7_0.01μM	341	2	AR-42
sciPlex3_MCF7_0.1μM	323	3	AR-42
sciPlex3_K562_0.01μM	256	4	AR-42
sciPlex3_MCF7_1μM	220	5	AR-42
sciPlex3_A549_0.1μM	161	6	AR-42
sciPlex3_A549_1μM	160	7	AR-42
sciPlex3_A549_0.01μM	147	8	AR-42
sciPlex3_K562_0.1μM	140	9	AR-42
sciPlex3_A549_10μM	121	10	AR-42
sciPlex3_K562_1μM	103	11	AR-42
sciPlex3_K562_10μM	77	12	AR-42
210322_TFAtlas	137	1	RHOXF2B
K562_GW	84	2	RHOXF2B
210322_TFAtlas	361	1	YEATS4
K562_GW	345	2	YEATS4
K562_essential	214	3	YEATS4
RPE1_essential	91	4	YEATS4
210322_TFAtlas	1904	1	KLF5
201218_RNA	1718	2	KLF5
sciPlex3_MCF7_0.01μM	602	1	NVP-BSK805-2HCl
sciPlex3_MCF7_1μM	495	2	NVP-BSK805-2HCl
sciPlex3_MCF7_10μM	379	3	NVP-BSK805-2HCl
sciPlex3_MCF7_0.1μM	267	4	NVP-BSK805-2HCl
sciPlex3_K562_0.1μM	255	5	NVP-BSK805-2HCl
sciPlex3_K562_0.01μM	253	6	NVP-BSK805-2HCl
sciPlex3_A549_1μM	246	7	NVP-BSK805-2HCl
sciPlex3_A549_0.01μM	222	8	NVP-BSK805-2HCl
sciPlex3_K562_1μM	219	9	NVP-BSK805-2HCl
sciPlex3_A549_10μM	167	10	NVP-BSK805-2HCl
sciPlex3_A549_0.1μM	161	11	NVP-BSK805-2HCl
sciPlex3_K562_10μM	113	12	NVP-BSK805-2HCl
TAD2_SE2	142	1	chr6_37172351_37172369_+
15SE_71HS	52	2	chr6_37172351_37172369_+
exp7	567	1	EXOSC4
K562_GW	119	2	EXOSC4
K562_essential	94	3	EXOSC4
RPE1_essential	53	4	EXOSC4
sciPlex3_MCF7_1μM	528	1	EED226
sciPlex3_A549_1μM	472	2	EED226
sciPlex3_MCF7_0.1μM	433	3	EED226
sciPlex3_A549_10μM	431	4	EED226
sciPlex3_A549_0.1μM	376	5	EED226
sciPlex3_A549_0.01μM	360	6	EED226
sciPlex3_MCF7_10μM	312	7	EED226
sciPlex3_MCF7_0.01μM	265	8	EED226
sciPlex3_K562_0.01μM	253	9	EED226
sciPlex3_K562_1μM	253	10	EED226
sciPlex3_K562_0.1μM	248	11	EED226
sciPlex3_K562_10μM	236	12	EED226
exp7	714	1	CDK6
K562_GW	349	2	CDK6
RPE1_essential	198	3	CDK6
Perturb-CITE-seq	141	4	CDK6
Pre_inject	75	5	CDK6
Driver_sub_lib	70	6	CDK6
Driver_lib	14	7	CDK6
K562_GW	430	1	NSF
K562_essential	165	2	NSF
CRISPRi	163	3	NSF
RPE1_essential	44	4	NSF
PRJNA787633	639	1	TNFRSF9
D1S	251	2	TNFRSF9
D1N	190	3	TNFRSF9
D2S	178	4	TNFRSF9
D2N	154	5	TNFRSF9
sciPlex3_MCF7_0.1μM	552	1	XAV-939
sciPlex3_MCF7_0.01μM	421	2	XAV-939
sciPlex3_K562_1μM	291	3	XAV-939
sciPlex3_A549_1μM	278	4	XAV-939
sciPlex3_MCF7_1μM	243	5	XAV-939
sciPlex3_A549_0.01μM	231	6	XAV-939
sciPlex3_K562_10μM	221	7	XAV-939
sciPlex3_K562_0.1μM	221	8	XAV-939
sciPlex3_MCF7_10μM	205	9	XAV-939
sciPlex3_K562_0.01μM	201	10	XAV-939
sciPlex3_A549_10μM	144	11	XAV-939
sciPlex3_A549_0.1μM	126	12	XAV-939
210322_TFAtlas	470	1	ETF1
RPE1_essential	84	2	ETF1
K562_GW	69	3	ETF1
K562_essential	43	4	ETF1
sciPlex3_MCF7_0.1μM	545	1	Regorafenib
sciPlex3_MCF7_0.01μM	491	2	Regorafenib
sciPlex3_A549_0.1μM	268	3	Regorafenib
sciPlex3_A549_0.01μM	265	4	Regorafenib
sciPlex3_K562_1μM	255	5	Regorafenib
sciPlex3_K562_0.1μM	230	6	Regorafenib
sciPlex3_K562_0.01μM	204	7	Regorafenib
sciPlex3_MCF7_10μM	185	8	Regorafenib
sciPlex3_MCF7_1μM	128	9	Regorafenib
sciPlex3_A549_10μM	111	10	Regorafenib
sciPlex3_K562_10μM	85	11	Regorafenib
sciPlex3_A549_1μM	55	12	Regorafenib
exp8	1697	1	MTOR
exp7	378	2	MTOR
exp6	118	3	MTOR
K562_GW	112	4	MTOR
RPE1_essential	93	5	MTOR
K562_essential	83	6	MTOR
201218_RNA	913	1	KLF17
210322_TFAtlas	442	2	KLF17
sciPlex3_K562_0.01μM	249	1	Alvespimycin-17-DMAG-HCl
sciPlex3_MCF7_0.01μM	227	2	Alvespimycin-17-DMAG-HCl
sciPlex3_A549_0.01μM	154	3	Alvespimycin-17-DMAG-HCl
sciPlex3_MCF7_0.1μM	143	4	Alvespimycin-17-DMAG-HCl
sciPlex3_MCF7_1μM	120	5	Alvespimycin-17-DMAG-HCl
sciPlex3_K562_0.1μM	112	6	Alvespimycin-17-DMAG-HCl
sciPlex3_K562_1μM	107	7	Alvespimycin-17-DMAG-HCl
sciPlex3_A549_0.1μM	84	8	Alvespimycin-17-DMAG-HCl
sciPlex3_A549_1μM	79	9	Alvespimycin-17-DMAG-HCl
K562_GW	381	1	FOXO3
210322_TFAtlas	146	2	FOXO3
sciPlex3_A549_0.1μM	507	1	BMS-911543
sciPlex3_MCF7_1μM	465	2	BMS-911543
sciPlex3_MCF7_0.1μM	459	3	BMS-911543
sciPlex3_A549_10μM	432	4	BMS-911543
sciPlex3_A549_0.01μM	430	5	BMS-911543
sciPlex3_MCF7_0.01μM	421	6	BMS-911543
sciPlex3_A549_1μM	405	7	BMS-911543
sciPlex3_MCF7_10μM	346	8	BMS-911543
sciPlex3_K562_10μM	263	9	BMS-911543
sciPlex3_K562_1μM	237	10	BMS-911543
sciPlex3_K562_0.01μM	214	11	BMS-911543
sciPlex3_K562_0.1μM	199	12	BMS-911543
201218_RNA	256	1	NR4A3
210322_TFAtlas	161	2	NR4A3
Perturb-CITE-seq	483	1	TRIM22
210322_TFAtlas	42	2	TRIM22
201218_RNA	94	1	POU5F1B
210322_TFAtlas	39	2	POU5F1B
WTX_DIFFEX	1498	1	HS2
REDESIGN	760	2	HS2
L1000	753	3	HS2
TAP_DIFFEX	590	4	HS2
CRISPRi_perturb_host	656	1	NAE1
K562_GW	164	2	NAE1
K562_essential	84	3	NAE1
RPE1_essential	51	4	NAE1
K562_GW	218	1	ZNF500
210322_TFAtlas	198	2	ZNF500
210322_TFAtlas	255	1	GRHL1
201218_RNA	53	2	GRHL1
210322_TFAtlas	1020	1	ZSCAN9
K562_GW	334	2	ZSCAN9
K562_GW	239	1	PCGF2
210322_TFAtlas	211	2	PCGF2
210322_TFAtlas	2014	1	ZNF124
K562_GW	185	2	ZNF124
210322_TFAtlas	479	1	YWHAE
K562_GW	88	2	YWHAE
K562_GW	64	1	ZBTB2
201218_RNA	31	2	ZBTB2
sciPlex3_MCF7_0.01μM	134	1	Epothilone-A
sciPlex3_K562_0.01μM	122	2	Epothilone-A
sciPlex3_MCF7_10μM	112	3	Epothilone-A
sciPlex3_MCF7_0.1μM	102	4	Epothilone-A
sciPlex3_A549_10μM	90	5	Epothilone-A
sciPlex3_K562_10μM	89	6	Epothilone-A
sciPlex3_MCF7_1μM	83	7	Epothilone-A
sciPlex3_K562_1μM	80	8	Epothilone-A
sciPlex3_K562_0.1μM	70	9	Epothilone-A
sciPlex3_A549_0.01μM	67	10	Epothilone-A
sciPlex3_A549_0.1μM	50	11	Epothilone-A
sciPlex3_A549_1μM	41	12	Epothilone-A
exp8	630	1	GATA3
PRJNA787633	251	2	GATA3
screen-repool-matrices	236	3	GATA3
Mock	167	4	GATA3
Dox	139	5	GATA3
screen-matrices	135	6	GATA3
210322_TFAtlas	61	7	GATA3
Jurkat_TCR	33	8	GATA3
201218_RNA	138	1	EBF2
210322_TFAtlas	45	2	EBF2
unstimulated	519	1	FOS
Perturb-CITE-seq	507	2	FOS
stimulated	449	3	FOS
Jurkat_TCR	163	4	FOS
210322_TFAtlas	114	5	FOS
sciPlex3_MCF7_1μM	514	1	Lomustine
sciPlex3_MCF7_0.01μM	461	2	Lomustine
sciPlex3_MCF7_10μM	452	3	Lomustine
sciPlex3_MCF7_0.1μM	300	4	Lomustine
sciPlex3_A549_1μM	271	5	Lomustine
sciPlex3_K562_0.1μM	258	6	Lomustine
sciPlex3_K562_0.01μM	251	7	Lomustine
sciPlex3_A549_0.01μM	243	8	Lomustine
sciPlex3_K562_1μM	241	9	Lomustine
sciPlex3_K562_10μM	219	10	Lomustine
sciPlex3_A549_10μM	216	11	Lomustine
sciPlex3_A549_0.1μM	161	12	Lomustine
sciPlex3_MCF7_0.01μM	591	1	GSK-J1
sciPlex3_MCF7_0.1μM	553	2	GSK-J1
sciPlex3_MCF7_10μM	510	3	GSK-J1
sciPlex3_MCF7_1μM	509	4	GSK-J1
